family,seed,base,closure_size,interior_size,seed_size,n_total,closure_indices,interior_indices,dataset,linkage,metric,noise,random_state,label_family,label_value,closure_purity,interior_purity
regime,regime_1,base,44,37,40,80,"1,5,6,7,9,12,13,15,18,19,20,22,23,25,26,29,31,33,34,35,38,40,43,44,46,47,49,55,56,57,58,59,60,61,62,63,64,65,69,72,74,77,78,79","5,7,9,12,13,15,18,19,20,22,23,25,26,29,33,34,35,40,43,44,47,49,55,56,59,60,61,62,63,64,65,69,72,74,77,78,79",Synthetic-blobs,complete,euclidean,0.02,37,regime,1,0.9090909090909091,1.0
regime,regime_1,clusters,53,0,40,80,"1,3,4,5,6,7,9,11,12,13,15,18,19,20,22,23,25,26,29,31,32,33,34,35,37,38,40,41,43,44,46,47,49,52,55,56,57,58,59,60,61,62,63,64,65,69,71,72,74,76,77,78,79",,Synthetic-blobs,complete,euclidean,0.02,37,regime,1,0.7547169811320755,
cluster_true,cluster_0,gen_base_1,27,27,27,80,"2,5,10,12,16,17,20,21,26,29,30,31,32,34,38,39,40,42,46,47,52,57,60,66,68,72,75","2,5,10,12,16,17,20,21,26,29,30,31,32,34,38,39,40,42,46,47,52,57,60,66,68,72,75",Synthetic-blobs,complete,euclidean,0.02,51,cluster_true,0,1.0,1.0
cluster_true,cluster_0,gen_base_2,27,27,27,80,"2,5,10,12,16,17,20,21,26,29,30,31,32,34,38,39,40,42,46,47,52,57,60,66,68,72,75","2,5,10,12,16,17,20,21,26,29,30,31,32,34,38,39,40,42,46,47,52,57,60,66,68,72,75",Synthetic-blobs,complete,euclidean,0.02,51,cluster_true,0,1.0,1.0
cluster_true,cluster_0,base,27,27,27,80,"2,5,10,12,16,17,20,21,26,29,30,31,32,34,38,39,40,42,46,47,52,57,60,66,68,72,75","2,5,10,12,16,17,20,21,26,29,30,31,32,34,38,39,40,42,46,47,52,57,60,66,68,72,75",Synthetic-blobs,complete,euclidean,0.02,51,cluster_true,0,1.0,1.0
cluster_true,cluster_0,clusters,27,27,27,80,"2,5,10,12,16,17,20,21,26,29,30,31,32,34,38,39,40,42,46,47,52,57,60,66,68,72,75","2,5,10,12,16,17,20,21,26,29,30,31,32,34,38,39,40,42,46,47,52,57,60,66,68,72,75",Synthetic-blobs,complete,euclidean,0.02,51,cluster_true,0,1.0,1.0
cluster_true,cluster_1,gen_base_1,29,27,27,80,"0,6,7,8,9,15,18,19,22,23,24,27,35,41,44,50,51,53,54,55,61,63,67,70,71,73,74,77,78","0,6,7,8,9,18,19,22,23,24,27,35,41,44,50,53,54,55,61,63,67,70,71,73,74,77,78",Synthetic-blobs,complete,euclidean,0.02,51,cluster_true,1,0.9310344827586207,1.0
cluster_true,cluster_1,gen_base_2,27,27,27,80,"0,6,7,8,9,18,19,22,23,24,27,35,41,44,50,53,54,55,61,63,67,70,71,73,74,77,78","0,6,7,8,9,18,19,22,23,24,27,35,41,44,50,53,54,55,61,63,67,70,71,73,74,77,78",Synthetic-blobs,complete,euclidean,0.02,51,cluster_true,1,1.0,1.0
cluster_true,cluster_1,base,27,27,27,80,"0,6,7,8,9,18,19,22,23,24,27,35,41,44,50,53,54,55,61,63,67,70,71,73,74,77,78","0,6,7,8,9,18,19,22,23,24,27,35,41,44,50,53,54,55,61,63,67,70,71,73,74,77,78",Synthetic-blobs,complete,euclidean,0.02,51,cluster_true,1,1.0,1.0
cluster_true,cluster_1,clusters,27,27,27,80,"0,6,7,8,9,18,19,22,23,24,27,35,41,44,50,53,54,55,61,63,67,70,71,73,74,77,78","0,6,7,8,9,18,19,22,23,24,27,35,41,44,50,53,54,55,61,63,67,70,71,73,74,77,78",Synthetic-blobs,complete,euclidean,0.02,51,cluster_true,1,1.0,1.0
cluster_true,cluster_2,gen_base_1,28,26,26,80,"1,3,4,8,11,13,14,15,22,25,28,33,36,37,43,45,48,49,51,56,58,59,62,64,65,69,76,79","1,3,4,11,13,14,15,25,28,33,36,37,43,45,48,49,51,56,58,59,62,64,65,69,76,79",Synthetic-blobs,complete,euclidean,0.02,51,cluster_true,2,0.9285714285714286,1.0
cluster_true,cluster_2,gen_base_2,26,26,26,80,"1,3,4,11,13,14,15,25,28,33,36,37,43,45,48,49,51,56,58,59,62,64,65,69,76,79","1,3,4,11,13,14,15,25,28,33,36,37,43,45,48,49,51,56,58,59,62,64,65,69,76,79",Synthetic-blobs,complete,euclidean,0.02,51,cluster_true,2,1.0,1.0
cluster_true,cluster_2,base,26,26,26,80,"1,3,4,11,13,14,15,25,28,33,36,37,43,45,48,49,51,56,58,59,62,64,65,69,76,79","1,3,4,11,13,14,15,25,28,33,36,37,43,45,48,49,51,56,58,59,62,64,65,69,76,79",Synthetic-blobs,complete,euclidean,0.02,51,cluster_true,2,1.0,1.0
cluster_true,cluster_2,clusters,26,26,26,80,"1,3,4,11,13,14,15,25,28,33,36,37,43,45,48,49,51,56,58,59,62,64,65,69,76,79","1,3,4,11,13,14,15,25,28,33,36,37,43,45,48,49,51,56,58,59,62,64,65,69,76,79",Synthetic-blobs,complete,euclidean,0.02,51,cluster_true,2,1.0,1.0
regime,regime_0,gen_base_1,53,33,40,80,"0,2,5,6,7,8,9,10,12,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,34,35,38,39,40,41,42,44,46,47,50,52,53,54,55,57,60,61,63,66,68,70,71,72,73,74,75,77,78","0,2,5,10,12,16,17,20,21,26,29,30,31,32,34,38,39,40,41,42,44,46,47,52,54,57,60,66,68,70,71,72,75",Synthetic-blobs,complete,euclidean,0.02,51,regime,0,0.7547169811320755,1.0
regime,regime_0,gen_base_2,48,29,40,80,"0,2,5,6,7,8,9,10,12,16,17,18,19,20,21,22,23,24,26,29,30,31,32,34,35,38,39,40,41,42,44,46,47,52,53,54,55,57,60,61,63,66,68,70,71,72,74,75","0,2,5,10,12,16,17,20,21,26,29,30,31,32,34,38,39,40,42,46,47,52,54,57,60,66,68,72,75",Synthetic-blobs,complete,euclidean,0.02,51,regime,0,0.8333333333333334,1.0
regime,regime_0,base,44,33,40,80,"0,2,5,6,9,10,12,16,17,19,20,21,23,24,26,29,30,31,32,34,35,38,39,40,41,42,44,46,47,52,53,54,55,57,60,61,63,66,68,70,71,72,74,75","0,2,5,10,12,16,17,20,21,26,29,30,31,32,34,38,39,40,41,42,44,46,47,52,54,57,60,66,68,70,71,72,75",Synthetic-blobs,complete,euclidean,0.02,51,regime,0,0.9090909090909091,1.0
regime,regime_0,clusters,45,27,40,80,"0,2,5,6,8,9,10,12,16,17,19,20,21,22,23,24,26,29,30,31,32,34,38,39,40,41,42,44,46,47,52,53,54,55,57,60,61,63,66,68,70,71,72,74,75","2,5,10,12,16,17,20,21,26,29,30,31,32,34,38,39,40,42,46,47,52,57,60,66,68,72,75",Synthetic-blobs,complete,euclidean,0.02,51,regime,0,0.8888888888888888,1.0
regime,regime_1,gen_base_1,53,36,40,80,"0,1,3,4,6,7,8,9,11,13,14,15,18,19,22,23,24,25,27,28,33,35,36,37,41,43,44,45,48,49,50,51,53,54,55,56,58,59,61,62,63,64,65,67,69,70,71,73,74,76,77,78,79","1,3,4,7,8,11,13,14,15,18,22,25,27,28,33,36,37,43,45,48,49,50,51,56,58,59,62,64,65,67,69,73,76,77,78,79",Synthetic-blobs,complete,euclidean,0.02,51,regime,1,0.7547169811320755,1.0
regime,regime_1,gen_base_2,51,34,40,80,"1,3,4,6,7,8,9,11,13,14,15,18,19,22,23,24,25,27,28,33,35,36,37,41,43,44,45,48,49,50,51,53,55,56,58,59,61,62,63,64,65,67,69,70,71,73,74,76,77,78,79","1,3,4,7,11,13,14,15,18,25,27,28,33,36,37,43,45,48,49,50,51,56,58,59,62,64,65,67,69,73,76,77,78,79",Synthetic-blobs,complete,euclidean,0.02,51,regime,1,0.7843137254901961,1.0
regime,regime_1,base,47,36,40,80,"1,3,4,6,7,8,9,11,13,14,15,18,19,22,23,24,25,27,28,33,35,36,37,43,45,48,49,50,51,53,55,56,58,59,61,62,63,64,65,67,69,73,74,76,77,78,79","1,3,4,7,8,11,13,14,15,18,22,25,27,28,33,36,37,43,45,48,49,50,51,56,58,59,62,64,65,67,69,73,76,77,78,79",Synthetic-blobs,complete,euclidean,0.02,51,regime,1,0.851063829787234,1.0
regime,regime_1,clusters,53,35,40,80,"0,1,3,4,6,7,8,9,11,13,14,15,18,19,22,23,24,25,27,28,33,35,36,37,41,43,44,45,48,49,50,51,53,54,55,56,58,59,61,62,63,64,65,67,69,70,71,73,74,76,77,78,79","1,3,4,7,11,13,14,15,18,25,27,28,33,35,36,37,43,45,48,49,50,51,56,58,59,62,64,65,67,69,73,76,77,78,79",Synthetic-blobs,complete,euclidean,0.02,51,regime,1,0.7547169811320755,1.0
cluster_true,cluster_0,gen_base_1,42,21,27,80,"1,2,5,8,10,11,12,14,16,17,20,21,23,25,26,28,29,32,33,36,37,40,41,43,46,47,48,51,53,54,56,62,63,67,68,72,73,74,75,76,77,79","5,8,17,20,25,28,40,41,46,48,51,54,56,62,63,67,68,72,73,76,79",Synthetic-blobs,complete,euclidean,0.02,73,cluster_true,0,0.6428571428571429,1.0
cluster_true,cluster_0,gen_base_2,39,21,27,80,"1,2,5,8,10,12,14,16,17,20,21,23,25,26,28,29,32,33,36,37,40,41,43,46,47,48,51,54,56,62,63,67,68,72,73,74,75,76,79","5,8,17,20,25,28,40,41,46,48,51,54,56,62,63,67,68,72,73,76,79",Synthetic-blobs,complete,euclidean,0.02,73,cluster_true,0,0.6923076923076923,1.0
cluster_true,cluster_0,base,33,21,27,80,"1,2,5,8,10,12,14,16,17,20,21,25,28,29,32,36,40,41,43,46,48,51,54,56,62,63,67,68,72,73,75,76,79","5,8,17,20,25,28,40,41,46,48,51,54,56,62,63,67,68,72,73,76,79",Synthetic-blobs,complete,euclidean,0.02,73,cluster_true,0,0.8181818181818182,1.0
cluster_true,cluster_0,clusters,54,14,27,80,"0,1,2,5,8,10,11,12,14,15,16,17,19,20,21,22,23,24,25,26,28,29,32,33,36,37,40,41,43,44,46,47,48,51,53,54,55,56,57,59,61,62,63,67,68,69,72,73,74,75,76,77,78,79","5,8,17,25,28,40,41,46,48,67,68,72,73,76",Synthetic-blobs,complete,euclidean,0.02,73,cluster_true,0,0.5,1.0
cluster_true,cluster_1,gen_base_1,47,18,27,80,"0,1,2,5,10,11,12,14,15,16,17,19,20,21,22,23,24,25,26,28,29,32,33,36,37,40,41,43,44,46,47,53,54,55,56,57,59,61,62,63,69,72,74,75,77,78,79","0,15,19,22,23,24,26,33,37,44,47,55,57,59,61,69,74,78",Synthetic-blobs,complete,euclidean,0.02,73,cluster_true,1,0.574468085106383,1.0
cluster_true,cluster_1,gen_base_2,35,21,27,80,"0,1,2,10,11,12,14,15,16,19,20,21,22,23,24,26,29,32,33,36,37,43,44,47,53,55,57,59,61,69,74,75,77,78,79","0,11,15,19,22,23,24,26,33,37,44,47,53,55,57,59,61,69,74,77,78",Synthetic-blobs,complete,euclidean,0.02,73,cluster_true,1,0.7714285714285715,1.0
cluster_true,cluster_1,base,33,21,27,80,"0,1,2,10,11,12,14,15,16,19,21,22,23,24,26,29,32,33,36,37,43,44,47,53,55,57,59,61,69,74,75,77,78","0,11,15,19,22,23,24,26,33,37,44,47,53,55,57,59,61,69,74,77,78",Synthetic-blobs,complete,euclidean,0.02,73,cluster_true,1,0.8181818181818182,1.0
cluster_true,cluster_1,clusters,40,0,27,80,"0,1,2,10,11,12,14,15,16,19,20,21,22,23,24,26,29,32,33,36,37,43,44,47,51,53,54,55,56,57,59,61,62,63,69,74,75,77,78,79",,Synthetic-blobs,complete,euclidean,0.02,73,cluster_true,1,0.675,
cluster_true,cluster_2,gen_base_1,26,26,26,80,"3,4,6,7,9,13,18,27,30,31,34,35,38,39,42,45,49,50,52,58,60,64,65,66,70,71","3,4,6,7,9,13,18,27,30,31,34,35,38,39,42,45,49,50,52,58,60,64,65,66,70,71",Synthetic-blobs,complete,euclidean,0.02,73,cluster_true,2,1.0,1.0
cluster_true,cluster_2,gen_base_2,26,26,26,80,"3,4,6,7,9,13,18,27,30,31,34,35,38,39,42,45,49,50,52,58,60,64,65,66,70,71","3,4,6,7,9,13,18,27,30,31,34,35,38,39,42,45,49,50,52,58,60,64,65,66,70,71",Synthetic-blobs,complete,euclidean,0.02,73,cluster_true,2,1.0,1.0
cluster_true,cluster_2,base,26,26,26,80,"3,4,6,7,9,13,18,27,30,31,34,35,38,39,42,45,49,50,52,58,60,64,65,66,70,71","3,4,6,7,9,13,18,27,30,31,34,35,38,39,42,45,49,50,52,58,60,64,65,66,70,71",Synthetic-blobs,complete,euclidean,0.02,73,cluster_true,2,1.0,1.0
cluster_true,cluster_2,clusters,26,26,26,80,"3,4,6,7,9,13,18,27,30,31,34,35,38,39,42,45,49,50,52,58,60,64,65,66,70,71","3,4,6,7,9,13,18,27,30,31,34,35,38,39,42,45,49,50,52,58,60,64,65,66,70,71",Synthetic-blobs,complete,euclidean,0.02,73,cluster_true,2,1.0,1.0
regime,regime_0,gen_base_1,60,32,40,80,"0,2,3,4,5,6,7,8,9,12,13,14,15,16,18,19,20,21,24,27,28,29,30,31,32,34,35,36,38,39,40,41,42,44,45,48,49,50,51,52,54,55,56,58,60,61,62,63,64,65,66,67,68,69,70,71,73,76,78,79","0,3,4,6,7,8,9,13,18,27,30,31,34,35,38,39,42,45,48,49,50,51,52,58,60,64,65,66,67,70,71,76",Synthetic-blobs,complete,euclidean,0.02,73,regime,0,0.6666666666666666,1.0
regime,regime_0,gen_base_2,51,33,40,80,"0,2,3,4,5,6,7,8,9,13,15,18,19,20,27,28,30,31,32,34,35,38,39,40,41,42,44,45,48,49,50,51,52,54,55,56,58,60,61,62,63,64,65,66,67,68,70,71,73,76,79","0,3,4,6,7,8,9,13,18,27,30,31,34,35,38,39,42,45,48,49,50,51,52,55,58,60,64,65,66,67,70,71,76",Synthetic-blobs,complete,euclidean,0.02,73,regime,0,0.7843137254901961,1.0
regime,regime_0,base,43,35,40,80,"0,2,3,4,6,7,8,9,13,15,18,19,20,27,30,31,32,34,35,38,39,42,44,45,48,49,50,51,52,55,58,60,61,64,65,66,67,68,70,71,73,76,79","0,2,3,4,6,7,8,9,13,18,27,30,31,32,34,35,38,39,42,45,48,49,50,51,52,55,58,60,64,65,66,67,70,71,76",Synthetic-blobs,complete,euclidean,0.02,73,regime,0,0.9302325581395349,1.0
regime,regime_0,clusters,80,26,40,80,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79","3,4,6,7,9,13,18,27,30,31,34,35,38,39,42,45,49,50,52,58,60,64,65,66,70,71",Synthetic-blobs,complete,euclidean,0.02,73,regime,0,0.5,1.0
regime,regime_1,gen_base_1,53,33,40,80,"1,2,5,8,10,11,12,14,15,16,17,19,20,21,22,23,24,25,26,28,29,32,33,36,37,40,41,43,44,46,47,48,51,53,54,55,56,57,59,61,62,63,67,68,69,72,73,74,75,76,77,78,79","1,5,10,11,12,17,22,23,24,25,26,28,33,36,37,40,41,43,46,47,53,54,56,57,59,62,63,69,72,74,75,77,78",Synthetic-blobs,complete,euclidean,0.02,73,regime,1,0.7547169811320755,1.0
regime,regime_1,gen_base_2,51,37,40,80,"1,2,5,8,10,11,12,14,15,16,17,19,20,21,22,23,24,25,26,28,29,32,33,36,37,40,41,43,44,46,47,48,53,54,56,57,59,61,62,63,67,68,69,72,73,74,75,76,77,78,79","1,5,10,11,12,14,16,17,21,22,23,24,25,26,28,29,33,36,37,40,41,43,46,47,53,54,56,57,59,62,63,69,72,74,75,77,78",Synthetic-blobs,complete,euclidean,0.02,73,regime,1,0.7843137254901961,1.0
regime,regime_1,base,45,37,40,80,"1,5,10,11,12,14,15,16,17,19,20,21,22,23,24,25,26,28,29,33,36,37,40,41,43,44,46,47,53,54,56,57,59,61,62,63,68,69,72,73,74,75,77,78,79","1,5,10,11,12,14,16,17,21,22,23,24,25,26,28,29,33,36,37,40,41,43,46,47,53,54,56,57,59,62,63,69,72,74,75,77,78",Synthetic-blobs,complete,euclidean,0.02,73,regime,1,0.8888888888888888,1.0
regime,regime_1,clusters,54,0,40,80,"0,1,2,5,8,10,11,12,14,15,16,17,19,20,21,22,23,24,25,26,28,29,32,33,36,37,40,41,43,44,46,47,48,51,53,54,55,56,57,59,61,62,63,67,68,69,72,73,74,75,76,77,78,79",,Synthetic-blobs,complete,euclidean,0.02,73,regime,1,0.7407407407407407,
cluster_true,cluster_0,gen_base_1,27,27,27,80,"4,5,7,8,10,14,15,16,27,31,33,34,35,36,39,41,42,44,45,48,58,59,61,64,73,76,79","4,5,7,8,10,14,15,16,27,31,33,34,35,36,39,41,42,44,45,48,58,59,61,64,73,76,79",Synthetic-blobs,complete,cityblock,0.0,11,cluster_true,0,1.0,1.0
cluster_true,cluster_0,gen_base_2,27,27,27,80,"4,5,7,8,10,14,15,16,27,31,33,34,35,36,39,41,42,44,45,48,58,59,61,64,73,76,79","4,5,7,8,10,14,15,16,27,31,33,34,35,36,39,41,42,44,45,48,58,59,61,64,73,76,79",Synthetic-blobs,complete,cityblock,0.0,11,cluster_true,0,1.0,1.0
cluster_true,cluster_0,base,27,27,27,80,"4,5,7,8,10,14,15,16,27,31,33,34,35,36,39,41,42,44,45,48,58,59,61,64,73,76,79","4,5,7,8,10,14,15,16,27,31,33,34,35,36,39,41,42,44,45,48,58,59,61,64,73,76,79",Synthetic-blobs,complete,cityblock,0.0,11,cluster_true,0,1.0,1.0
cluster_true,cluster_0,clusters,27,27,27,80,"4,5,7,8,10,14,15,16,27,31,33,34,35,36,39,41,42,44,45,48,58,59,61,64,73,76,79","4,5,7,8,10,14,15,16,27,31,33,34,35,36,39,41,42,44,45,48,58,59,61,64,73,76,79",Synthetic-blobs,complete,cityblock,0.0,11,cluster_true,0,1.0,1.0
cluster_true,cluster_1,gen_base_1,29,23,27,80,"1,2,6,11,12,13,19,21,23,25,28,29,30,32,40,46,47,50,52,54,55,56,57,63,67,69,72,75,77","1,2,6,12,13,19,23,25,28,29,30,32,40,46,47,50,52,55,56,63,67,72,75",Synthetic-blobs,complete,cityblock,0.0,11,cluster_true,1,0.9310344827586207,1.0
cluster_true,cluster_1,gen_base_2,27,27,27,80,"1,2,6,11,12,13,19,21,23,25,28,29,30,32,40,46,47,50,52,54,55,56,63,67,69,72,75","1,2,6,11,12,13,19,21,23,25,28,29,30,32,40,46,47,50,52,54,55,56,63,67,69,72,75",Synthetic-blobs,complete,cityblock,0.0,11,cluster_true,1,1.0,1.0
cluster_true,cluster_1,base,27,27,27,80,"1,2,6,11,12,13,19,21,23,25,28,29,30,32,40,46,47,50,52,54,55,56,63,67,69,72,75","1,2,6,11,12,13,19,21,23,25,28,29,30,32,40,46,47,50,52,54,55,56,63,67,69,72,75",Synthetic-blobs,complete,cityblock,0.0,11,cluster_true,1,1.0,1.0
cluster_true,cluster_1,clusters,28,13,27,80,"1,2,6,11,12,13,19,20,21,23,25,28,29,30,32,40,46,47,50,52,54,55,56,63,67,69,72,75","1,2,11,12,21,25,28,30,32,52,54,67,69",Synthetic-blobs,complete,cityblock,0.0,11,cluster_true,1,0.9642857142857143,1.0
cluster_true,cluster_2,gen_base_1,30,26,26,80,"0,3,9,11,17,18,20,21,22,24,26,37,38,43,49,51,53,54,57,60,62,65,66,68,69,70,71,74,77,78","0,3,9,17,18,20,22,24,26,37,38,43,49,51,53,57,60,62,65,66,68,70,71,74,77,78",Synthetic-blobs,complete,cityblock,0.0,11,cluster_true,2,0.8666666666666667,1.0
cluster_true,cluster_2,gen_base_2,26,26,26,80,"0,3,9,17,18,20,22,24,26,37,38,43,49,51,53,57,60,62,65,66,68,70,71,74,77,78","0,3,9,17,18,20,22,24,26,37,38,43,49,51,53,57,60,62,65,66,68,70,71,74,77,78",Synthetic-blobs,complete,cityblock,0.0,11,cluster_true,2,1.0,1.0
cluster_true,cluster_2,base,26,26,26,80,"0,3,9,17,18,20,22,24,26,37,38,43,49,51,53,57,60,62,65,66,68,70,71,74,77,78","0,3,9,17,18,20,22,24,26,37,38,43,49,51,53,57,60,62,65,66,68,70,71,74,77,78",Synthetic-blobs,complete,cityblock,0.0,11,cluster_true,2,1.0,1.0
cluster_true,cluster_2,clusters,40,25,26,80,"0,3,6,9,13,17,18,19,20,22,23,24,26,29,37,38,40,43,46,47,49,50,51,53,55,56,57,60,62,63,65,66,68,70,71,72,74,75,77,78","0,3,9,17,18,22,24,26,37,38,43,49,51,53,57,60,62,65,66,68,70,71,74,77,78",Synthetic-blobs,complete,cityblock,0.0,11,cluster_true,2,0.65,1.0
regime,regime_0,gen_base_1,57,34,40,80,"0,1,2,4,5,7,8,10,11,12,13,14,15,16,21,22,24,25,27,28,30,31,32,33,34,35,36,39,41,42,43,44,45,48,49,52,53,54,56,57,58,59,61,62,64,65,66,67,68,69,71,73,74,76,77,78,79","4,5,7,8,10,14,15,16,25,27,30,31,32,33,34,35,36,39,41,42,44,45,48,52,58,59,61,64,66,68,73,74,76,79",Synthetic-blobs,complete,cityblock,0.0,11,regime,0,0.7017543859649122,1.0
regime,regime_0,gen_base_2,59,34,40,80,"0,1,2,4,5,7,8,10,11,12,13,14,15,16,21,22,24,25,26,27,28,29,30,31,32,33,34,35,36,39,40,41,42,43,44,45,48,49,51,52,53,54,56,58,59,61,62,64,65,66,67,68,69,71,73,74,76,78,79","4,5,7,8,10,14,15,16,22,24,27,31,33,34,35,36,39,41,42,44,45,48,58,59,61,64,66,68,71,73,74,76,78,79",Synthetic-blobs,complete,cityblock,0.0,11,regime,0,0.6779661016949152,1.0
regime,regime_0,base,45,38,40,80,"1,4,5,7,8,10,11,14,15,16,21,22,24,25,27,28,30,31,32,33,34,35,36,39,41,42,44,45,48,52,54,58,59,61,64,66,67,68,69,71,73,74,76,78,79","4,5,7,8,10,14,15,16,22,24,25,27,30,31,32,33,34,35,36,39,41,42,44,45,48,52,58,59,61,64,66,68,71,73,74,76,78,79",Synthetic-blobs,complete,cityblock,0.0,11,regime,0,0.8888888888888888,1.0
regime,regime_0,clusters,65,27,40,80,"0,1,2,3,4,5,7,8,9,10,11,12,14,15,16,17,18,21,22,24,25,26,27,28,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,48,49,51,52,53,54,57,58,59,60,61,62,64,65,66,67,68,69,70,71,73,74,76,77,78,79","4,5,7,8,10,14,15,16,27,31,33,34,35,36,39,41,42,44,45,48,58,59,61,64,73,76,79",Synthetic-blobs,complete,cityblock,0.0,11,regime,0,0.6153846153846154,1.0
regime,regime_1,gen_base_1,46,35,40,80,"0,1,2,3,6,9,11,12,13,17,18,19,20,21,22,23,24,26,28,29,37,38,40,43,46,47,49,50,51,53,54,55,56,57,60,62,63,65,67,69,70,71,72,75,77,78","0,2,3,6,9,12,13,17,18,19,20,23,26,29,37,38,40,43,46,47,49,50,51,53,55,56,57,60,62,63,65,70,72,75,77",Synthetic-blobs,complete,cityblock,0.0,11,regime,1,0.8695652173913043,1.0
regime,regime_1,gen_base_2,53,35,40,80,"0,1,2,3,6,9,11,12,13,17,18,19,20,21,22,23,24,25,26,28,29,30,32,37,38,40,43,46,47,49,50,51,52,53,54,55,56,57,60,62,63,65,66,67,68,69,70,71,72,74,75,77,78","0,2,3,6,9,12,13,17,18,19,20,23,26,29,37,38,40,43,46,47,49,50,51,53,55,56,57,60,62,63,65,70,72,75,77",Synthetic-blobs,complete,cityblock,0.0,11,regime,1,0.7547169811320755,1.0
regime,regime_1,base,42,35,40,80,"0,1,2,3,6,9,11,12,13,17,18,19,20,21,23,26,28,29,37,38,40,43,46,47,49,50,51,53,54,55,56,57,60,62,63,65,67,69,70,72,75,77","0,2,3,6,9,12,13,17,18,19,20,23,26,29,37,38,40,43,46,47,49,50,51,53,55,56,57,60,62,63,65,70,72,75,77",Synthetic-blobs,complete,cityblock,0.0,11,regime,1,0.9523809523809523,1.0
regime,regime_1,clusters,53,15,40,80,"0,1,2,3,6,9,11,12,13,17,18,19,20,21,22,23,24,25,26,28,29,30,32,37,38,40,43,46,47,49,50,51,52,53,54,55,56,57,60,62,63,65,66,67,68,69,70,71,72,74,75,77,78","6,13,19,20,23,29,40,46,47,50,55,56,63,72,75",Synthetic-blobs,complete,cityblock,0.0,11,regime,1,0.7547169811320755,1.0
cluster_true,cluster_0,gen_base_1,27,27,27,80,"4,6,7,10,12,14,15,19,20,22,25,29,30,32,38,39,40,43,44,46,47,48,54,64,69,70,72","4,6,7,10,12,14,15,19,20,22,25,29,30,32,38,39,40,43,44,46,47,48,54,64,69,70,72",Synthetic-blobs,complete,cityblock,0.0,23,cluster_true,0,1.0,1.0
cluster_true,cluster_0,gen_base_2,53,27,27,80,"0,1,3,4,5,6,7,9,10,12,14,15,16,17,18,19,20,22,25,28,29,30,32,33,34,35,36,37,38,39,40,43,44,45,46,47,48,49,50,52,54,55,56,58,61,64,67,68,69,70,72,74,77","4,6,7,10,12,14,15,19,20,22,25,29,30,32,38,39,40,43,44,46,47,48,54,64,69,70,72",Synthetic-blobs,complete,cityblock,0.0,23,cluster_true,0,0.5094339622641509,1.0
cluster_true,cluster_0,base,27,27,27,80,"4,6,7,10,12,14,15,19,20,22,25,29,30,32,38,39,40,43,44,46,47,48,54,64,69,70,72","4,6,7,10,12,14,15,19,20,22,25,29,30,32,38,39,40,43,44,46,47,48,54,64,69,70,72",Synthetic-blobs,complete,cityblock,0.0,23,cluster_true,0,1.0,1.0
cluster_true,cluster_0,clusters,27,27,27,80,"4,6,7,10,12,14,15,19,20,22,25,29,30,32,38,39,40,43,44,46,47,48,54,64,69,70,72","4,6,7,10,12,14,15,19,20,22,25,29,30,32,38,39,40,43,44,46,47,48,54,64,69,70,72",Synthetic-blobs,complete,cityblock,0.0,23,cluster_true,0,1.0,1.0
cluster_true,cluster_1,gen_base_1,27,27,27,80,"2,8,11,13,21,23,24,26,27,31,41,42,51,53,57,59,60,62,63,65,66,71,73,75,76,78,79","2,8,11,13,21,23,24,26,27,31,41,42,51,53,57,59,60,62,63,65,66,71,73,75,76,78,79",Synthetic-blobs,complete,cityblock,0.0,23,cluster_true,1,1.0,1.0
cluster_true,cluster_1,gen_base_2,27,27,27,80,"2,8,11,13,21,23,24,26,27,31,41,42,51,53,57,59,60,62,63,65,66,71,73,75,76,78,79","2,8,11,13,21,23,24,26,27,31,41,42,51,53,57,59,60,62,63,65,66,71,73,75,76,78,79",Synthetic-blobs,complete,cityblock,0.0,23,cluster_true,1,1.0,1.0
cluster_true,cluster_1,base,27,27,27,80,"2,8,11,13,21,23,24,26,27,31,41,42,51,53,57,59,60,62,63,65,66,71,73,75,76,78,79","2,8,11,13,21,23,24,26,27,31,41,42,51,53,57,59,60,62,63,65,66,71,73,75,76,78,79",Synthetic-blobs,complete,cityblock,0.0,23,cluster_true,1,1.0,1.0
cluster_true,cluster_1,clusters,27,27,27,80,"2,8,11,13,21,23,24,26,27,31,41,42,51,53,57,59,60,62,63,65,66,71,73,75,76,78,79","2,8,11,13,21,23,24,26,27,31,41,42,51,53,57,59,60,62,63,65,66,71,73,75,76,78,79",Synthetic-blobs,complete,cityblock,0.0,23,cluster_true,1,1.0,1.0
cluster_true,cluster_2,gen_base_1,26,26,26,80,"0,1,3,5,9,16,17,18,28,33,34,35,36,37,45,49,50,52,55,56,58,61,67,68,74,77","0,1,3,5,9,16,17,18,28,33,34,35,36,37,45,49,50,52,55,56,58,61,67,68,74,77",Synthetic-blobs,complete,cityblock,0.0,23,cluster_true,2,1.0,1.0
